codigoOrgao,nomeOrgao,nomeMnemonicoOrgao,cnpjCpfOrgao,codigoOrgaoVinculado,cnpjCpfOrgaoVinculado,nomeOrgaoVinculado,codigoOrgaoSuperior,cnpjCpfOrgaoSuperior,nomeOrgaoSuperior,codigoTipoAdministracao,nomeTipoAdministracao,poder,esfera,usoSisg,statusOrgao,dataHoraMovimento
96665,PREFEITURA MUNICIPAL DE LINHA NOVA - RS,PM LINHA NOVA - RS,92123900000144,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96377,CAMARA MUNICIPAL DE CACHOEIRINHA/RS,CM DE CACHOEIRINHA,92099811000100,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-07-15T17:39:00
96617,FUNDACAO UNIVERSIDADE DE PASSO FUNDO,FUNDA.UNIV.P.FUNDO,92034321000125,96860.0,87612537000190,PREFEITURA MUNICIPAL DE PASSO FUNDO - RS,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,4,FUNDACAO,E,M,True,True,2024-04-03T16:10:00
96503,PREFEITURA MUNICIPAL DE PINHAL - RS,PM DE PINHAL - RS,92005586000103,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-13T13:57:00
96649,PREFEITURA MUNICIPAL DE JABOTICABA - RS,PM JABOTICABA - RS,92005560000157,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96631,PREFEITURA MUNICIPAL DE IBARAMA - RS,PM DE IBARAMA - RS,92000231000113,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96710,PREFEITURA MUNICIPAL DE PARAISO DO SUL - RS,PM PARAISO DO SUL,92000207000184,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
85196,CAMARA MUNICIPAL DE CORONEL BICACO/RS,CM/COR.BICACO/RS,91997148000106,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-04-17T11:03:00
96852,PREFEITURA MUNICIPAL DE VISTA GAUCHA - RS,PM VISTA GAUCHA-RS,91997072000100,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96807,PREFEITURA MUNICIPAL DE SEDE NOVA - RS,PM DE SEDE NOVA-RS,91997056000118,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96761,PREFEITURA MUNICIPAL DE SANTA TEREZA - RS,PM SANTA TEREZA-RS,91987719000113,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96529,PREFEITURA MUNICIPAL DE MONTE BELO DO SUL-RS,PM MONTE BELO D.SUL,91987669000174,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-09-28T11:44:00
89263,PREFEITURA MUNICIPAL DE BARAO DO TRIUNFO/RS,PM/BARAO DO TRIUNFO,91900365000128,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2025-07-17T10:12:00
86118,PREFEITURA MUNICIPAL DE BARAO/RS,PM/BARAO/RS,91693325000152,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-11-06T16:27:00
96479,FUND.ESC.TECN.LIBERATO SALZANO VIEIRA D CUNHA,FU LIBERATO SALZANO,91683474000130,96697.0,88254875000160,PREFEITURA MUNICIPAL DE NOVO HAMBURGO - RS,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,4,FUNDACAO,E,E,True,True,2024-04-04T15:34:00
86931,PREFEITURA MUNICIPAL DE NOVA PRATA/RS,PMNP,91618439000138,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2025-06-13T14:51:00
96644,PREFEITURA MUNICIPAL DE ITACURUBI - RS,PM DE ITACURUBI-RS,91573048000144,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96685,PREFEITURA MUNICIPAL DE NONOAI - RS,PM DE NONOAI - RS,91567974000107,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96611,PREFEITURA MUNICIPAL DE FAGUNDES VARELA - RS,PM FAGUNDES VARELA,91566893000192,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96731,PREFEITURA MUNICIPAL DE PROTÁSIO ALVES - RS,PM PROTÁSIO ALVES,91566885000146,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
85915,PREFEITURA MUNICIPAL DE VILA FLORES/RS,PM/VILA FLORES/RS,91566869000153,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-09-27T09:29:00
96679,PREFEITURA MUNICIPAL DE MORRO REDONDO - RS,PM MORRO REDONDO-RS,91558650000102,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
26303,ESCOLA AGROTECNICA FEDERAL DE ALEGRETE,EAF/ALEGRETE,91551986000143,26000.0,00394445000101,MINISTERIO DA EDUCACAO,20101.0,00394411000109,PRESIDENCIA DA REPUBLICA,3,AUTARQUIA,E,F,True,True,2025-07-07T15:24:00
96669,PREFEITURA MUNICIPAL DE MANOEL VIANA - RS,PM MANOEL VIANA-RS,91551762000131,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96483,CAMARA MUNICIPAL DE ALEGRETE - RS,CM DE ALEGRETE-RS,91551119000108,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,,M,True,True,2024-01-13T13:57:00
96709,PREFEITURA MUNICIPAL DE PANTANO GRANDE - RS,PM PANTANO GRANDE,91342667000128,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
38925,CONSELHO REGIONAL DE MEDICINA - RS,CRM-RS,91335315000145,38530.0,33583550000130,CONSELHO FEDERAL DE MEDICINA,36000.0,00394544000185,MINISTERIO DA SAUDE,3,AUTARQUIA,E,F,True,True,2023-03-29T14:15:00
86512,PREFEITURA MUNICIPAL DE PORTO VERA CRUZ/RS,PM/PORTO VERA CRUZ,91105452000193,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2025-02-24T09:55:00
96494,PREFEITURA MUNICIPAL DE ARROIO DO SAL - RS,PM ARROIO DO SAL-RS,91103093000135,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-13T13:57:00
29205,EMPRESA DE TRENS URBANOS DE PORTO ALEGRE S/A,TRENSURB S/A,90976853000156,56000.0,05465986000199,MINISTERIO DAS CIDADES,20101.0,00394411000109,PRESIDENCIA DA REPUBLICA,6,ECONOMIA MISTA,E,F,False,True,2007-11-30T23:00:00
96501,"DEPARTAMENTO DE AGUA,ARROIS E ESGOTO DE BAGÉ",DEP A.ESGOTO BAGE,90940172000138,96500.0,88073291000199,PREFEITURA MUNICIPAL DE BAGÉ - RS,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,3,AUTARQUIA,E,M,True,True,2024-04-03T16:14:00
86576,CAMARA MUNICIPAL DE OSORIO/RS,CM/OSORIO/RS,90938143000131,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2025-03-18T11:30:00
96744,PREFEITURA MUNICIPAL DE ROLANTE - RS,PM DE ROLANTE - RS,90936956000192,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96578,PREFEITURA MUNICIPAL DE COTIPORÃ - RS,PM DE COTIPORÃ - RS,90898487000164,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96677,PREFEITURA MUNICIPAL DE MONTENEGRO - RS,PM MONTENEGRO-RS,90895905000160,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96775,CÂMARA MUNICIPAL DE SÃO JERÔNIMO - RS,CM SÃO JERONIMO-RS,90893439000183,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,,M,True,True,2024-01-14T13:57:00
38771,CONSELHO REGIONAL DE SERVIÇO SOCIAL 10ª - RS,CRESS10-RS,90890427000103,,,,,,,3,AUTARQUIA,E,F,True,True,2023-10-17T15:47:00
96514,PREFEITURA MUNICIPAL DE BOM PRINCIPIO - RS,PM BOM PRINCIPIO/RS,90873787000199,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-13T13:57:00
96705,PREFEITURA MUNICIPAL DE PALMARES DO SUL - RS,PM PALMARES DO SUL,90836701000158,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96547,PREFEITURA MUNICIPAL DE CAPAO DA CANOA - RS,PM CAPAO DA CANOA,90836693000140,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-13T13:57:00
96527,PREFEITURA MUNICIPAL DE CAMPO BOM - RS,PM DE CAMPO BOM-RS,90832619000155,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-13T13:57:00
96409,CAMARA MUNICIPAL DE GUAÍBA - RS,CM DE GUAÍBA RS,90829888000162,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2023-02-14T16:10:00
38793,CONSELHO REG.DE FIS. E TERAPIA OCUPACIONAL-RS,CREFITO5-RS,90601147000120,38885.0,00487140000136,CONSELHO FEDERAL FISIOT. TERAPIA OCUPACIONAL,38000.0,37115367000160,MINISTERIO DO TRABALHO E EMPREGO,3,AUTARQUIA,E,F,True,True,2023-03-16T17:22:00
96640,PREFEITURA MUNICIPAL DE IPE - RS,PM DE IPE - RS,90544511000167,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
85166,PREFEITURA MUNICIPAL SANTO EXPEDITO DO SUL,PMSES/RS,90484296000156,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-04-10T16:57:00
96820,PREFEITURA MUNICIPAL DE TERRA DE AREIA - RS,PM TERRA DE AREIA,90256660000120,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96638,PREFEITURA MUNICIPAL DE IMBE - RS,PM DE IMBE - RS,90256652000184,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96676,PREFEITURA MUNICIPAL DE MONTAURI - RS,PM DE MONTAURI - RS,90221565000191,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96707,CAMARA MUNICIPAL DE PANAMBI - RS,CM DE PANAMB - RS,90163445000185,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,,M,True,True,2024-01-14T13:57:00
96581,PREFEITURA MUNICIPAL DE CRISTAL - RS,PM DE CRISTAL - RS,90152240000102,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96601,PREFEITURA MUNICIPAL DE ENTRE IJUIS - RS,PM DE ENTRE IJUIS,89971782000110,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96793,PREFEITURA MUNICIPAL S. MIGUEL DAS MISSOES-RS,PM SAO MIG. MISSOES,89971758000180,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96345,CâMARA MUNICIPAL DE GIRUá,CM GIRUá,89971451000180,,,,,,,14,ADMINISTRACAO INDIRETA MUNICIPAL,E,M,True,True,2024-03-01T09:48:00
96555,CAMARA MUNICIPAL DE CARAZINHO - RS,CM DE CARAZINHO-RS,89965222000152,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,,M,True,True,2024-01-13T13:57:00
96401,PREFEITURA DE FARROUPILHA,PM DE FARROUPILHA,89848949000150,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2023-02-14T15:56:00
96784,PREFEITURA MUNICIPAL DE SAO LEOPOLDO - RS,PM SAO LEOPOLDO-RS,89814693000160,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96824,CAMARA MUNICIPAL DE TRAMANDAI - RS,CM DE TRAMANDAI-RS,89811533000167,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,,M,True,True,2024-01-14T13:57:00
85579,CAMARA MUNICIPAL DE CANOAS/RS,CM/CANOAS/RS,89768535000110,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-08-02T13:58:00
85591,PREFEITURA MUNICIPAL DE FORTALEZA DOS VALOS,PM/F.DOS VALOS/RS,89708051000186,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-08-06T18:56:00
96717,PREFEITURA MUNICIPAL  DE PEJUCARA - RS,PM DE PEJUCARA - RS,89707350000104,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96762,CAMARA MUNICIPAL DE SANTANA DO LIVRAMENTO,CM SANTANA LIVRAMTO,89696470000145,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,,M,True,True,2024-01-14T13:57:00
96737,CAMARA MUNICIPAL DE RIO GRANDE - RS,CM DE RIO GRANDE-RS,89584981000175,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,,M,True,True,2024-01-14T13:57:00
96322,TRIBUNAL DE CONTAS DO ESTADO DO RIO G. DO SUL,TRIBUNAL DE CONTAS,89550032000174,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,11,ADMINISTRACAO DIRETA ESTADUAL,E,E,True,True,2022-08-17T20:20:00
96610,FUNDAÇÃO DE ASSISTÊNCIA SOCIAL E CIDADANIA,FUND.ASS.SOC.CIDADA,89525901000100,96330.0,92963560000160,PREFEITURA MUNICIPAL DE PORTO ALEGRE - RS,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,4,FUNDACAO,E,M,True,True,2024-04-01T10:20:00
86665,CÂMARA MUNICIPAL DE PORTO ALEGRE / RS,CMPA,89522437000107,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,14,ADMINISTRACAO INDIRETA MUNICIPAL,E,M,True,True,2025-04-08T16:37:00
96326,TRIBUNAL DE JUSTICA MILITAR DO ESTADO DO RS,TRIB. JUST. MILITAR,89522064000247,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,11,ADMINISTRACAO DIRETA ESTADUAL,E,E,True,True,2022-08-17T20:21:00
96325,TRIBUNAL DE JUSTICA DO ESTADO DO RIO G.DO SUL,TRIBUNAL DE JUSTICA,89522064000166,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,11,ADMINISTRACAO DIRETA ESTADUAL,E,E,True,True,2022-08-17T20:23:00
96375,CAMARA MUNICIPAL DE BENTO GONÇALVES/RS,CM BENTO GONÇALVES,89435903000109,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2023-02-14T15:09:00
20102,GABINETE DA VICE-PRESIDENCIA DA REPUBLICA,GAB.VICE-PR,894355000171,20000.0,00394411000109,PRESIDENCIA DA REPUBLICA - PRES,,,,1,ADMINISTRACAO DIRETA,E,,True,True,2007-11-30T23:00:00
60000,GABINETE DA VICE-PRESIDENCIA DA REPUBLICA,GAB.VICE-PR,894355000171,20000.0,00394411000109,PRESIDENCIA DA REPUBLICA - PRES,,,,1,ADMINISTRACAO DIRETA,E,,True,True,2019-06-12T12:40:00
96331,CIA DE PROCESSAMENTO DE DADOS DE PORTO ALEGRE,PROCEMPA,89398473000100,96330.0,92963560000160,PREFEITURA MUNICIPAL DE PORTO ALEGRE - RS,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,6,ECONOMIA MISTA,E,M,True,True,2024-01-13T13:57:00
85910,CÂMARA MUN. DE VEREADORES DE CAÇAPAVA DO SUL,CM CAÇAPAVA DO SUL,89378251000118,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-09-26T13:12:00
96598,PREFEITURA MUNICIPAL ENCRUZILHADA DO SUL - RS,PM ENCRUZILHADA SUL,89363642000169,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96836,CAMARA MUNICIPAL DE TUPANCIRETÁ/RS,CM TUPANCIRETÁ - RS,89348957000137,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,,M,True,True,2024-01-14T13:57:00
96646,CAMARA MUNICIPAL DE JÚLIO DE CASTILHOS - RS,CM JÚLIO CASTILHOS,89348932000133,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,,M,True,True,2024-09-28T11:44:00
96438,CAMARA MUNICIPAL DE SANTA MARIA/RS,CM DE SANTA MARIA,89250708000104,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2023-02-15T14:47:00
85440,BRIGADA MILITAR DO EST DO RIO GRANDE DO SUL,QOES,89175541000164,,,,,,,11,ADMINISTRACAO DIRETA ESTADUAL,E,M,True,True,2024-06-20T10:32:00
96656,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS,ASS PAIS AMIG EXCEP,89040281000110,96655.0,88227756000119,PREFEITURA MUNICIPAL DE JULIO DE CASTILHO-RS,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,15,EMPRESA PRIVADA,E,M,True,True,2024-01-14T13:57:00
86326,PROCURADORIA GERAL DO EST. DO RIO GRA. DO SUL,PGE-RS,89027825000103,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,11,ADMINISTRACAO DIRETA ESTADUAL,E,E,True,True,2025-01-08T10:51:00
38810,CONSELHO REGIONAL DE ECONOMIA DA 4ª REGIAO-RS,CORECON-RS,89009963000160,38526.0,33758053000125,CONSELHO FEDERAL DE ECONOMIA,,,,3,AUTARQUIA,E,F,True,True,2023-04-18T18:33:00
85290,INSTITUTO DE PREVIDÊNCIA E ASSIST MUNICIPAL,IPAM-RS,88892393000136,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-05-08T11:29:00
96543,PREFEITURA MUNICIPAL DE CANGUÇU - RS,PM CDE ANGUÇU - RS,88861430000149,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-13T13:57:00
96625,PREFEITURA MUNICIPAL DE GRAMADO - RS,PM DE GRAMADO - RS,88847082000155,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96384,PREFEITURA DE CAXIAS DO SUL,PM CAXIAS SUL,88830609000139,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2023-02-14T15:24:00
96740,PREFEITURA MUNICIPAL DE RIO PARDO - RS,PM DE RIO PARDO-RS,88821079000162,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96790,PREFEITURA MUNICIPAL DE SAO MARCOS - RS,PM SAO MARCOS - RS,88818299000137,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2025-07-11T12:29:00
96765,PREFEITURA MUNICIPAL STO. ANTONIO PATRULHA-RS,PM SANT.ANTON.PATR,88814199000132,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96703,PREFEITURA MUNICIPAL DE OSÓRIO - RS,PM DE OSÓRIO - RS,88814181000130,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96816,PREFEITURA MUNICIPAL DE TAPES - RS,PM DE TAPES - RS,88811948000178,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96507,PREFEITURA MUNICIPAL DE BARRA DO RIBEIRO - RS,PM BARRA DO RIBEIRO,88811930000176,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-13T13:57:00
96630,PREFEITURA MUNICIPAL DE GUAÍBA - RS,PM DE GUAÍBA - RS,88811922000120,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96582,PREFEITURA MUNICIPAL DE CRZ ALTA - RS,PM DE CRZ ALTA - RS,88775390000112,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
